latitude,longitude,rwi,error
7.2207995,1.6369629,-0.449,0.273
10.0229482,0.4064941,-0.342,0.282
10.1960002,0.9997559,-0.427,0.279
6.4354006,0.8898926,-0.562,0.299
9.8065034,0.8459473,-0.632,0.289
6.7191648,1.1315918,-0.747,0.299
8.3962996,1.5270996,-0.294,0.268
6.3917304,1.5490723,-0.169,0.280
8.4180361,1.0437012,-0.840,0.282
7.1335976,1.3293457,-0.384,0.273
8.9393399,1.1535645,-0.387,0.323
9.8065034,0.4504395,-0.481,0.284
9.6549077,0.4943848,0.106,0.280
6.5008990,1.0217285,-0.609,0.309
6.4572344,0.7580566,-0.402,0.298
7.1335976,1.5490723,-0.221,0.268
9.8065034,1.3293457,-0.308,0.292
10.0445848,0.8020020,-0.083,0.280
10.8009324,0.4064941,0.043,0.286
9.8281543,0.6262207,-0.094,0.300
9.5249141,0.6262207,-0.344,0.329
8.0918616,0.9338379,-0.734,0.283
6.5227299,1.7028809,-0.343,0.287
7.5912178,1.5051270,-0.404,0.274
8.5918843,1.5930176,-0.093,0.276
9.0695511,0.6042480,-0.142,0.292
10.7793483,0.1208496,-0.443,0.280
10.9951198,0.2526855,-0.571,0.279
8.9827489,1.5930176,-0.579,0.293
11.0382553,0.3845215,0.072,0.277
9.0695511,1.1315918,-0.210,0.352
8.1788678,1.3073730,-0.435,0.277
10.4986143,0.2307129,-0.541,0.282
7.1553996,0.8459473,-0.450,0.273
9.4382242,0.8020020,-0.399,0.410
8.5701576,1.1975098,-0.364,0.298
8.4180361,0.8898926,-0.576,0.290
7.1117945,0.9338379,-0.683,0.272
9.1997151,1.2194824,-0.569,0.273
11.0382553,0.1867676,-0.296,0.277
9.0044514,1.1975098,-0.644,0.327
6.7191648,1.1975098,-0.490,0.325
8.3962996,1.3732910,-0.239,0.277
9.5465832,0.8239746,-0.668,0.301
6.9809543,1.3293457,-0.521,0.303
6.7191648,1.0217285,-0.444,0.278
8.7222181,1.2634277,-0.536,0.279
10.0662199,0.5603027,-0.103,0.286
8.2658549,0.8898926,-0.497,0.282
8.6353339,1.6369629,-0.501,0.290
7.1117945,0.7580566,-0.461,0.321
7.3733623,1.2414551,-0.307,0.284
6.5445599,1.1755371,-0.213,0.369
10.8656756,0.5603027,-0.343,0.282
6.1733235,1.1535645,1.257,0.450
10.0878536,0.9777832,-0.172,0.281
9.5465832,0.2307129,-0.480,0.277
10.4986143,0.6921387,-0.383,0.287
9.0044514,1.2634277,-0.053,0.297
6.3262180,0.9997559,-0.490,0.344
9.5032437,0.7580566,-0.438,0.283
10.1311167,0.4284668,-0.316,0.278
9.5249141,1.1755371,0.547,0.405
7.1117945,1.1096191,-0.275,0.281
7.5694372,0.5163574,-0.112,0.279
6.2170122,1.4611816,0.239,0.399
10.5202184,0.2966309,-0.589,0.293
7.0463790,0.6262207,-0.312,0.271
8.0918616,1.1315918,0.042,0.368
9.5249141,0.2526855,-0.258,0.275
6.4135660,1.7028809,-0.401,0.303
10.6066195,0.3405762,-0.710,0.301
9.1346391,1.4831543,-0.707,0.279
6.4790672,1.1975098,0.019,0.356
10.7361753,0.1428223,-0.638,0.280
8.6787785,1.0656738,-0.746,0.308
6.7191648,0.7360840,-0.413,0.276
10.5202184,0.1867676,-0.200,0.307
7.0681852,0.9558105,-0.654,0.278
9.5032437,0.8459473,-0.194,0.304
10.1527460,0.4724121,-0.386,0.283
9.2214045,0.6262207,-0.531,0.283
8.0265947,1.5051270,-0.699,0.273
8.3962996,1.2194824,-0.700,0.315
9.3298312,0.7580566,0.078,0.283
7.3733623,0.9338379,-0.352,0.281
8.3528229,1.4172363,-0.100,0.274
8.8307950,1.1315918,-0.600,0.316
6.7628064,0.7580566,-0.442,0.306
8.8090822,1.2854004,-0.478,0.279
6.8064439,0.6701660,-0.411,0.287
8.3962996,1.3073730,-0.371,0.284
10.0229482,1.3073730,-0.779,0.281
8.8742168,0.5822754,-0.426,0.284
8.4180361,1.5270996,-0.470,0.269
8.3962996,0.8679199,-0.490,0.286
8.3962996,1.5710449,-0.498,0.267
10.0662199,1.1315918,-0.293,0.283
8.0918616,1.1975098,-0.605,0.299
9.8498038,0.8898926,-0.549,0.286
9.9147437,0.7800293,-0.641,0.285
9.4598988,0.8239746,0.576,0.376
8.7439361,1.4392090,-0.497,0.293
10.0013102,0.4724121,0.002,0.278
11.0166883,0.2966309,-0.482,0.296
6.5227299,1.3732910,-0.189,0.273
8.0048367,1.1755371,0.118,0.338
7.1335976,0.7800293,-0.395,0.292
7.1335976,0.7360840,0.582,0.442
10.1960002,0.9558105,-0.472,0.288
6.7191648,1.1096191,-0.446,0.281
6.8064439,1.1096191,-0.312,0.283
8.2441099,1.3952637,-0.426,0.274
9.5899171,0.8898926,-0.050,0.281
10.6066195,0.2526855,-0.209,0.296
7.6347758,0.6042480,-0.086,0.297
9.6765684,0.8239746,-0.231,0.285
7.5912178,1.2194824,-0.603,0.310
9.9796707,0.4064941,-0.402,0.294
9.6332456,1.0876465,-0.634,0.282
8.5267005,1.5270996,-0.584,0.271
7.0463790,1.0876465,-0.409,0.283
8.7656527,1.5710449,-0.477,0.328
8.0048367,0.6701660,-0.123,0.309
7.6129974,1.5710449,-0.648,0.274
6.8064439,0.9118652,-0.315,0.282
8.7222181,1.5490723,-0.547,0.276
7.1553996,0.8679199,-0.420,0.274
10.9735497,0.4064941,-0.114,0.283
7.6347758,0.7360840,-0.388,0.283
8.3962996,1.3952637,-0.317,0.276
7.8524985,1.3293457,-0.635,0.278
9.2647792,0.7800293,0.944,0.509
7.8524985,1.0437012,-0.031,0.276
10.8009324,0.4724121,-0.746,0.297
9.3948711,0.6921387,-0.286,0.291
8.8525066,1.3952637,-0.191,0.291
8.1571180,1.3293457,-0.446,0.280
8.7439361,1.5270996,-0.575,0.291
9.0695511,0.6481934,-0.043,0.285
10.9735497,0.7800293,-0.122,0.275
8.0918616,1.2194824,-0.655,0.282
8.1136149,1.0217285,-0.555,0.282
8.5918843,0.5603027,-0.255,0.297
6.5882169,1.3073730,-0.376,0.296
9.6115820,1.1315918,0.177,0.418
10.6498109,0.1867676,0.000,0.364
8.2006163,1.4392090,-0.884,0.276
6.5008990,0.8459473,-0.948,0.289
8.6787785,0.6262207,-0.162,0.282
9.8498038,0.4943848,0.010,0.288
8.1136149,1.1755371,-0.672,0.283
10.0662199,0.9118652,-0.618,0.316
10.9304048,0.3845215,-0.271,0.302
10.7577626,0.7800293,-0.597,0.276
6.1733235,1.0876465,0.739,0.388
8.3962996,1.5051270,-0.757,0.269
9.7415422,1.0876465,-0.439,0.304
8.3528229,1.5710449,-0.505,0.267
7.3079846,0.7360840,-0.022,0.296
9.9147437,0.6042480,-0.453,0.284
6.9373327,0.8459473,-0.311,0.281
9.6549077,0.6701660,-0.443,0.288
8.2006163,0.9118652,-0.076,0.301
9.6549077,0.4724121,-0.273,0.281
8.1571180,1.4831543,-0.401,0.274
10.6282159,0.0549316,-0.341,0.281
9.3515125,0.6921387,-0.240,0.277
10.7577626,0.0109863,-0.112,0.298
7.8524985,0.8239746,-0.477,0.302
9.7198857,0.4943848,-0.125,0.277
8.6570568,0.4943848,-0.363,0.283
8.8742168,1.1096191,-0.193,0.284
7.7218784,0.6701660,0.475,0.291
7.4823037,0.9338379,-0.338,0.349
9.8930985,0.5163574,-0.311,0.283
6.5227299,0.7800293,-0.686,0.276
8.0701072,1.1535645,-0.263,0.339
10.8440961,0.2307129,-0.335,0.303
7.3297783,0.8239746,-0.285,0.293
7.6129974,0.7580566,-0.063,0.279
8.0701072,1.3073730,-0.224,0.278
9.6982277,0.3405762,-0.556,0.279
6.9809543,0.9338379,-0.519,0.277
7.8524985,1.3513184,-0.794,0.278
10.6714043,0.1208496,-0.055,0.284
7.3951528,0.8679199,0.236,0.405
7.0899903,1.5490723,-0.867,0.273
10.0229482,0.7580566,0.136,0.275
6.5445599,0.9118652,-0.398,0.275
7.6347758,0.9118652,-0.321,0.278
7.0681852,1.1975098,-0.762,0.298
8.5918843,1.5490723,-0.551,0.274
8.9393399,1.4611816,-0.743,0.275
8.5267005,1.5051270,-0.502,0.271
8.6353339,1.5490723,-0.353,0.275
10.6714043,0.3845215,-0.584,0.285
7.6783293,0.7580566,-0.809,0.279
6.7846256,0.7580566,-0.448,0.282
10.4337931,0.2087402,-0.495,0.291
8.1353671,1.2634277,-0.686,0.277
7.3733623,0.8898926,-0.215,0.298
9.3515125,1.1975098,-0.663,0.341
10.4770087,0.6921387,-0.667,0.285
8.6353339,1.5930176,-0.470,0.278
8.2441099,1.3293457,-0.217,0.276
10.8225151,0.4504395,-0.315,0.286
8.0483515,1.3952637,-0.746,0.277
7.5694372,0.8459473,-0.180,0.294
6.3262180,1.4611816,-0.139,0.283
8.1353671,1.1315918,-0.081,0.440
8.3093413,1.1755371,-0.648,0.284
10.7145865,0.4064941,-0.224,0.280
7.3951528,1.0437012,-0.448,0.305
9.5682508,0.5822754,-0.116,0.280
8.9393399,1.4172363,-0.357,0.299
9.0261526,1.6149902,-0.495,0.279
7.4169421,0.8239746,-0.220,0.281
9.0695511,1.0437012,-0.647,0.281
9.7631974,0.8020020,0.035,0.285
6.5008990,1.1755371,-0.012,0.311
7.2207995,1.3952637,-0.744,0.283
10.1527460,0.7141113,-0.670,0.282
9.3081485,0.5822754,-0.029,0.307
10.0229482,0.6481934,-0.152,0.289
9.8930985,0.9338379,-0.218,0.284
8.6570568,1.1755371,-0.911,0.315
7.1990006,1.2194824,-0.696,0.285
6.3480564,0.9777832,0.060,0.346
9.0478525,1.4392090,-0.466,0.311
6.5445599,1.5490723,-0.209,0.275
7.5476555,1.6149902,-0.666,0.272
10.6714043,0.5163574,-0.387,0.277
7.8960294,1.0876465,-0.628,0.276
10.6282159,0.0109863,-0.471,0.278
6.2606973,1.1975098,1.186,0.466
7.7654229,1.3293457,-0.337,0.301
7.6129974,0.6042480,0.259,0.304
10.8656756,0.0549316,-0.495,0.294
8.5701576,1.3293457,-0.333,0.277
9.0261526,1.3513184,-0.256,0.276
8.3745618,1.2414551,-0.547,0.286
7.4605176,1.2194824,-0.385,0.308
10.9519780,0.6262207,-0.116,0.284
9.2430925,0.6042480,-0.445,0.284
7.9177932,1.0437012,-0.419,0.291
8.6787785,1.0217285,0.328,0.365
6.4135660,1.1975098,0.843,0.428
7.6129974,0.8679199,-0.257,0.282
6.3262180,1.1535645,-0.190,0.322
8.4832384,0.9338379,-0.543,0.302
6.5663889,1.6809082,-0.626,0.281
8.5701576,1.2414551,-0.553,0.280
11.0598206,0.1208496,-0.364,0.289
8.1353671,1.3513184,-0.233,0.287
6.8937071,1.3073730,-0.539,0.275
10.3473437,0.8239746,-0.713,0.282
8.2875987,1.2414551,-0.602,0.282
9.1129444,1.5051270,-0.318,0.289
7.3297783,0.7580566,-0.747,0.278
10.7361753,0.7360840,-0.463,0.276
6.6100440,1.1096191,-0.124,0.348
7.5040887,0.8898926,-0.579,0.295
8.4180361,1.2634277,-0.651,0.286
7.2425974,1.3293457,0.005,0.276
8.6353339,1.1315918,-0.288,0.360
8.9827489,1.5270996,-0.599,0.274
9.2647792,0.8239746,-0.242,0.320
9.2430925,0.8020020,0.300,0.359
10.5418209,0.3405762,-0.208,0.287
7.7001044,1.3732910,-0.324,0.295
6.3262180,0.9338379,-0.359,0.278
10.3257277,0.6262207,-0.446,0.279
8.0265947,1.0217285,-0.446,0.278
9.0478525,1.4831543,-0.454,0.294
10.1094859,1.1535645,-0.436,0.282
7.0027636,1.5051270,-0.269,0.292
10.4121830,0.7800293,-0.518,0.280
8.7873681,1.5930176,-0.327,0.281
10.9735497,0.1867676,-0.175,0.284
7.2861900,1.2414551,-0.346,0.300
6.4572344,1.6589355,0.240,0.313
9.6982277,1.1975098,-0.242,0.325
11.0813844,0.0549316,-0.081,0.386
7.7001044,1.1315918,-0.436,0.281
9.2647792,1.3952637,-0.408,0.277
9.9580298,1.0876465,-0.298,0.286
8.2006163,1.5490723,-0.490,0.302
6.7628064,0.6921387,-0.371,0.274
10.4770087,0.2087402,-0.608,0.283
9.9363874,0.8679199,-0.701,0.281
10.9735497,0.1208496,-0.437,0.319
10.0662199,0.8679199,-0.548,0.278
8.0483515,1.5710449,-0.197,0.304
9.2647792,0.5163574,-0.457,0.300
6.9591440,1.1755371,0.549,0.457
8.2006163,0.8020020,-0.319,0.320
6.8064439,1.1535645,-0.603,0.281
7.7654229,1.5710449,-0.556,0.271
9.6549077,0.8020020,-0.216,0.284
6.4135660,0.8898926,-0.752,0.291
10.0445848,0.9118652,-0.536,0.281
6.6318701,0.8020020,-0.241,0.291
7.5694372,0.7800293,-0.638,0.279
7.2425974,0.8239746,-0.055,0.293
8.6570568,0.5383301,-0.548,0.282
10.2608706,0.8020020,-0.593,0.280
7.0899903,0.9777832,-0.447,0.277
8.3310827,1.5930176,-0.602,0.298
8.0265947,1.2194824,-0.629,0.308
8.0265947,1.1096191,-0.421,0.284
7.6347758,1.2854004,-0.192,0.278
7.4605176,1.1975098,-0.467,0.316
9.7198857,0.5163574,0.084,0.280
7.7436512,1.5930176,-0.942,0.275
10.7361753,0.3186035,-0.382,0.288
7.9395558,1.3513184,-0.395,0.278
10.9735497,0.6042480,-0.696,0.284
7.1335976,0.9118652,-0.430,0.272
9.4382242,1.3073730,-0.845,0.276
8.7439361,0.4064941,-0.088,0.293
10.2176252,0.9118652,-0.278,0.284
9.5249141,0.7800293,-0.398,0.285
6.8282612,1.3732910,-0.241,0.267
6.3917304,1.5930176,0.092,0.318
10.5850215,0.1208496,-0.161,0.296
7.1990006,0.9558105,-0.415,0.290
10.9519780,0.2307129,-0.532,0.279
10.3257277,0.6921387,-0.217,0.282
7.5912178,1.3513184,-0.530,0.279
9.4815719,1.1755371,0.434,0.311
6.8937071,1.2634277,-0.616,0.277
10.8225151,0.4064941,-0.327,0.289
8.7004990,1.1096191,-0.606,0.300
7.2207995,1.5051270,-0.428,0.272
7.9395558,1.0217285,-0.269,0.276
8.2875987,1.5710449,-0.468,0.293
7.0463790,1.3513184,-0.713,0.290
6.8937071,0.8020020,-0.691,0.293
8.8307950,1.2194824,-0.628,0.306
10.8872536,0.4284668,-0.218,0.299
10.9735497,0.8239746,-0.302,0.275
10.8440961,0.0329590,0.344,0.280
6.9809543,0.6481934,-0.102,0.351
9.6115820,0.6042480,-0.371,0.301
7.8524985,1.0876465,-0.453,0.276
10.9304048,0.4284668,-0.488,0.288
7.5476555,1.6589355,-0.318,0.277
7.2425974,1.1755371,-0.489,0.329
7.8089630,1.5930176,-0.277,0.270
6.3043786,1.1755371,-0.156,0.356
9.3081485,0.8239746,-0.635,0.285
7.1117945,0.6701660,-0.386,0.278
7.1772006,1.3513184,-0.244,0.275
10.7577626,0.3845215,-0.426,0.287
10.7577626,0.6262207,-0.576,0.277
7.0899903,0.6701660,-0.117,0.277
7.8307313,0.6701660,-0.220,0.274
8.0918616,1.3513184,-0.366,0.333
10.8009324,0.5822754,-0.758,0.281
9.5899171,1.3073730,-0.592,0.293
6.6973426,1.0656738,-0.362,0.292
7.5258726,0.6481934,-0.286,0.283
9.9363874,1.0876465,0.043,0.323
6.5663889,1.2634277,-0.314,0.317
10.0878536,0.4724121,-0.681,0.280
8.1571180,1.3732910,-0.449,0.299
9.4815719,0.3405762,0.146,0.276
7.1990006,0.7800293,-0.362,0.315
6.3698938,1.4392090,-0.174,0.371
7.9177932,1.6149902,-0.133,0.291
9.2864645,0.7800293,0.787,0.346
10.6714043,0.1867676,-0.254,0.347
7.0463790,1.3732910,-0.234,0.276
7.3297783,1.0656738,-0.287,0.316
6.4572344,0.9338379,-0.485,0.409
7.9830776,1.4611816,-0.204,0.273
8.2006163,1.2854004,-0.564,0.277
8.6570568,1.5051270,-0.645,0.289
9.1780244,1.4172363,-0.527,0.276
6.6100440,1.1975098,-0.114,0.338
7.0245718,0.9118652,-0.393,0.288
6.6536952,1.1535645,-0.400,0.310
7.7654229,1.3513184,-0.281,0.297
6.1733235,1.2634277,1.247,0.405
8.0265947,1.4611816,-0.646,0.273
7.2643942,1.2194824,-0.327,0.283
10.4554016,0.2526855,-0.351,0.284
7.1335976,1.1975098,-0.423,0.301
7.1990006,1.6369629,-0.264,0.284
7.8742645,1.1975098,-0.189,0.335
7.2643942,1.2634277,-0.380,0.281
9.7415422,0.9338379,-0.243,0.298
7.1553996,1.1535645,-0.534,0.325
7.2425974,0.8679199,-0.261,0.275
10.9951198,0.1428223,-0.101,0.320
9.4598988,1.3513184,-0.660,0.275
7.7871935,0.6262207,-0.190,0.275
6.9591440,1.1096191,-0.767,0.301
7.4169421,0.7360840,-0.280,0.277
6.7409861,1.5710449,-0.803,0.291
7.7218784,1.1975098,-0.053,0.394
10.2176252,0.6921387,-0.244,0.278
10.3473437,0.5163574,-0.479,0.286
10.0445848,1.1755371,-0.349,0.293
8.2006163,1.5051270,-0.445,0.287
9.3515125,1.1535645,-0.565,0.309
10.3257277,0.8020020,-0.234,0.282
9.3948711,1.3073730,-0.520,0.305
6.3043786,1.5930176,-0.439,0.346
7.1772006,1.1535645,-0.554,0.326
6.7628064,1.2634277,-0.415,0.276
9.3515125,0.8239746,-0.300,0.297
9.8281543,1.1315918,-0.434,0.293
10.7793483,0.3845215,-0.266,0.291
7.3733623,1.1975098,-0.484,0.300
6.2825384,1.5710449,-0.111,0.329
9.1997151,1.2634277,-0.752,0.275
8.4615055,1.2194824,-0.734,0.288
7.9395558,1.1535645,-0.809,0.281
10.7145865,0.2966309,-0.464,0.283
7.8307313,1.0656738,-0.593,0.292
6.9809543,1.4611816,-0.700,0.273
6.8718928,0.7141113,-0.152,0.370
9.6332456,0.6042480,-0.507,0.284
11.0813844,0.1647949,-0.383,0.276
6.2606973,1.6369629,0.655,0.359
6.4790672,1.6589355,0.183,0.329
9.3948711,1.2194824,-0.518,0.307
7.1117945,0.8239746,-0.121,0.273
6.6318701,1.3732910,-0.102,0.388
6.9809543,0.6262207,-0.475,0.274
6.8064439,0.6262207,-0.200,0.390
9.0912484,1.6149902,-0.284,0.287
10.7793483,0.2746582,-0.257,0.295
9.9363874,0.8020020,0.064,0.281
8.8959258,1.1096191,-0.270,0.284
8.1788678,1.5490723,-0.351,0.274
8.5701576,1.1315918,-0.800,0.330
6.8500775,0.6701660,-0.329,0.343
7.1335976,1.2194824,-0.188,0.312
7.8960294,1.5710449,-0.448,0.271
6.5882169,1.3513184,-0.314,0.302
6.6536952,1.1315918,0.153,0.291
7.2207995,1.3513184,-0.724,0.277
9.2864645,0.5603027,-0.330,0.291
6.7409861,1.3293457,-0.545,0.289
8.3745618,1.1315918,-0.172,0.343
6.3917304,0.9558105,-0.541,0.332
10.5202184,0.3625488,-0.387,0.299
8.4180361,1.5710449,-0.372,0.268
7.8089630,0.9558105,-0.505,0.291
6.3917304,1.1535645,-0.579,0.315
7.8742645,0.7800293,-0.265,0.293
6.9809543,0.8679199,-0.737,0.275
6.5227299,1.0656738,-0.646,0.281
11.0382553,0.0549316,-0.330,0.320
10.6929962,0.5383301,-0.594,0.277
6.1733235,1.2194824,1.331,0.411
7.6565531,1.4172363,-0.335,0.287
10.6066195,0.0769043,-0.378,0.289
7.7436512,1.5490723,-0.296,0.298
9.0478525,0.6042480,-0.342,0.287
7.1772006,1.2194824,-0.340,0.301
6.7628064,1.5051270,-0.021,0.276
6.5445599,1.2634277,-0.236,0.308
10.8656756,0.1428223,-0.478,0.278
7.0463790,0.6921387,-0.551,0.302
8.6787785,0.9997559,-0.392,0.287
10.9951198,0.0549316,-0.119,0.279
9.6765684,1.3732910,0.483,0.416
7.1117945,0.9997559,-0.293,0.277
8.1136149,1.4831543,-0.346,0.274
6.2606973,1.2854004,1.009,0.439
10.1960002,0.7580566,-0.773,0.322
6.8500775,1.1755371,-0.433,0.363
7.3951528,1.2194824,-0.134,0.282
10.7793483,0.6481934,-0.136,0.275
10.7793483,0.4943848,-0.870,0.281
9.6332456,1.1755371,-0.176,0.352
6.9809543,0.7580566,-0.348,0.289
8.7873681,0.9558105,-0.355,0.281
6.3480564,1.4831543,0.410,0.313
8.3310827,1.4392090,-1.052,0.272
10.4554016,0.2746582,-0.497,0.283
9.3731925,0.7141113,-0.239,0.278
8.5049700,1.3513184,-0.191,0.279
7.1990006,1.0876465,-0.369,0.281
7.5258726,0.8020020,-0.222,0.277
10.9951198,0.1867676,-0.251,0.302
9.5032437,0.6481934,-0.583,0.281
10.8656756,0.2307129,-0.447,0.350
6.9155204,0.6921387,-0.570,0.274
11.0382553,0.1208496,0.464,0.409
6.5663889,1.1535645,-0.186,0.340
8.3962996,1.4611816,-0.509,0.272
7.2425974,1.1096191,-0.098,0.280
7.8960294,1.5930176,-0.503,0.272
7.8742645,1.3293457,-0.593,0.278
10.7793483,0.7360840,0.036,0.277
7.6347758,1.1755371,-0.079,0.412
7.5476555,0.6921387,-0.268,0.286
8.8090822,0.9558105,-0.202,0.279
6.6755194,0.7141113,-0.469,0.273
6.7628064,0.9558105,-0.456,0.290
7.6347758,1.2194824,-0.691,0.311
8.4397714,1.3073730,-0.521,0.292
8.0918616,0.6701660,-0.605,0.282
7.9395558,0.7360840,-0.605,0.279
9.4598988,1.0656738,-0.580,0.282
8.9610451,1.3513184,-0.539,0.276
6.9591440,0.6481934,0.081,0.344
9.9147437,1.0437012,-0.147,0.282
8.2223637,1.0217285,-0.646,0.286
10.3041101,0.7580566,-0.313,0.288
10.4986143,0.5603027,-0.448,0.277
7.3297783,1.3732910,-0.523,0.274
7.1117945,1.3073730,-0.739,0.272
10.8440961,0.6042480,-0.306,0.277
6.3917304,0.9338379,-0.320,0.361
7.0899903,0.7580566,-0.323,0.294
9.1997151,1.4172363,-0.458,0.343
6.2388552,1.1096191,0.724,0.453
7.8524985,0.7141113,-0.229,0.307
7.1335976,1.0876465,-0.481,0.279
9.1997151,0.6921387,-0.574,0.282
7.1117945,0.6262207,-0.452,0.300
7.7436512,1.6149902,-0.704,0.276
9.3298312,0.6481934,-0.330,0.282
6.4790672,0.9558105,-0.536,0.277
9.9363874,0.5603027,-0.351,0.311
8.8525066,1.2634277,-0.082,0.280
9.9147437,0.6262207,-0.374,0.284
6.4790672,1.6149902,-0.033,0.325
6.9809543,0.5383301,-0.435,0.280
8.3528229,0.9997559,0.410,0.440
9.0478525,1.6149902,-0.579,0.278
11.0166883,0.0329590,0.093,0.279
6.4790672,1.5270996,0.108,0.327
7.9177932,1.3073730,-0.211,0.280
8.9827489,1.3293457,-0.290,0.313
10.1527460,0.5383301,-0.416,0.280
10.9735497,0.8898926,-0.845,0.289
7.3515708,0.9558105,-0.576,0.279
10.4554016,0.2966309,-0.458,0.284
8.8525066,1.2194824,-0.435,0.281
9.4165483,1.0876465,-0.289,0.280
6.7628064,1.4611816,-0.727,0.269
8.1571180,0.7360840,-0.600,0.278
9.3948711,1.1315918,-0.213,0.298
10.7793483,0.1428223,-0.594,0.279
8.3745618,1.4172363,-0.707,0.274
7.9395558,1.1096191,-0.448,0.279
7.7654229,1.1535645,-0.719,0.329
7.3733623,0.9558105,0.063,0.279
6.4572344,0.9777832,-0.115,0.314
8.1571180,0.8020020,-0.336,0.279
7.8089630,0.7360840,-0.639,0.293
6.7628064,1.3293457,-0.792,0.272
9.6765684,0.5383301,-0.550,0.282
7.0899903,1.0876465,-0.581,0.281
9.7198857,0.3845215,-0.641,0.277
10.8656756,0.4284668,-0.673,0.283
10.8872536,0.2746582,-0.252,0.298
7.3733623,1.5270996,-0.322,0.282
9.3298312,0.8239746,-0.796,0.283
6.5882169,1.1315918,-0.512,0.314
9.4815719,0.7360840,-0.125,0.280
10.4986143,0.6262207,-0.580,0.279
11.0598206,0.2087402,-0.530,0.297
6.4572344,1.2414551,-0.365,0.359
6.6318701,1.2634277,-0.542,0.311
11.1245072,-0.0769043,-0.554,0.292
8.1136149,1.5930176,-0.802,0.285
10.8009324,0.1428223,-0.542,0.279
7.4169421,0.8679199,-0.410,0.317
11.0166883,0.4504395,-0.225,0.308
8.9610451,1.0437012,-0.518,0.284
10.3689583,0.7800293,-0.793,0.283
9.5682508,0.2746582,-0.431,0.276
10.5418209,0.6921387,-0.530,0.282
9.1997151,0.6701660,-0.544,0.285
9.9147437,1.0656738,-0.195,0.294
9.6332456,0.4724121,-0.390,0.299
6.7628064,1.3732910,-0.761,0.272
7.0027636,1.6369629,-0.211,0.355
8.2223637,1.3513184,-0.355,0.276
8.4180361,1.2854004,-0.697,0.287
9.5032437,1.1755371,0.095,0.307
8.2658549,0.8020020,-0.452,0.286
7.8524985,1.3073730,-0.080,0.281
8.9393399,1.2414551,-0.191,0.287
10.0878536,0.6042480,-0.582,0.286
6.4790672,0.8020020,-0.368,0.272
8.4180361,1.4172363,-0.617,0.276
9.7848511,0.4724121,-0.179,0.281
7.4605176,0.6042480,-0.229,0.325
7.4605176,1.4392090,-0.215,0.278
6.9591440,1.3513184,-0.674,0.286
9.3731925,1.3952637,-0.556,0.281
8.1571180,1.2414551,-0.720,0.293
6.9591440,1.0656738,-0.767,0.299
10.1311167,1.1096191,-0.475,0.281
9.0695511,0.6262207,0.222,0.301
9.3081485,0.6481934,0.116,0.287
6.2388552,1.3732910,0.025,0.356
10.7145865,0.6042480,-0.241,0.278
9.0044514,1.3513184,-0.177,0.299
9.0478525,1.5490723,-0.578,0.274
8.3962996,1.1975098,-0.448,0.304
6.3043786,1.3073730,0.247,0.389
10.8656756,0.7141113,-0.449,0.303
9.6549077,1.2634277,0.140,0.336
10.6929962,0.0549316,-0.358,0.284
7.6129974,1.0876465,-0.358,0.284
7.9395558,1.2194824,-0.134,0.336
8.4832384,1.3513184,-0.446,0.279
6.9373327,1.2854004,-0.646,0.276
10.6714043,0.2966309,-0.163,0.288
6.6318701,0.9997559,-0.463,0.279
9.8065034,1.0437012,-0.573,0.296
9.8930985,0.4724121,-0.480,0.285
7.5258726,1.0217285,-0.521,0.285
9.7198857,0.5822754,0.469,0.298
6.8718928,1.2194824,-0.555,0.299
10.3689583,0.6481934,-0.476,0.285
9.1997151,0.6042480,-0.483,0.308
9.9147437,0.4284668,-0.668,0.284
6.9155204,1.2194824,-0.716,0.335
9.9147437,1.3073730,-0.480,0.279
10.1094859,0.4724121,-0.717,0.279
7.8089630,1.1755371,-0.039,0.284
8.3962996,0.9997559,0.019,0.334
8.7656527,1.5490723,-0.582,0.293
10.2824911,0.6042480,-0.728,0.293
7.4387304,1.5490723,-0.450,0.274
6.8500775,1.3732910,-0.071,0.269
7.8089630,1.2194824,-0.570,0.297
10.7361753,0.7800293,-0.322,0.276
7.9177932,0.8459473,-0.292,0.307
9.4165483,0.6042480,-0.084,0.281
10.8872536,0.2307129,0.026,0.315
8.9176335,1.0217285,-0.674,0.281
9.9147437,0.6701660,-0.708,0.286
10.1527460,0.4504395,-0.043,0.290
7.5694372,1.2634277,-0.664,0.287
6.4572344,1.1096191,-0.459,0.285
8.3962996,1.2634277,-0.433,0.287
7.9613173,0.9777832,-0.185,0.277
10.6929962,0.3405762,-0.147,0.306
10.5418209,0.8020020,-0.493,0.291
8.6787785,0.5603027,-0.749,0.280
7.3297783,1.4831543,-0.408,0.280
7.2425974,1.6149902,-0.459,0.271
9.0478525,0.6262207,-0.270,0.286
7.3515708,1.2414551,-0.271,0.310
10.9519780,0.3186035,-0.606,0.283
9.7631974,0.9338379,-0.379,0.288
10.8440961,-0.0329590,-0.740,0.294
10.8009324,0.0988770,-0.430,0.300
10.5202184,0.2087402,-0.488,0.280
6.8064439,0.8020020,-0.371,0.319
8.3528229,1.5270996,-0.186,0.292
7.9613173,1.0437012,-0.327,0.276
10.8872536,0.4064941,0.088,0.281
7.0899903,0.6481934,-0.385,0.276
8.7439361,1.2414551,-0.571,0.279
9.8065034,1.2854004,-0.224,0.279
9.4165483,1.1975098,-0.547,0.298
