prefecture,gender,age,own_phone
GOLFE,F,38,False
OTI-SUD,F,35,True
BASSAR,F,95,True
KLOTO,F,70,False
KPENDJAL-OUEST,M,48,True
AMOU,F,22,False
KLOTO,F,85,True
BINAH,F,93,True
KPENDJAL,M,31,False
ASSOLI,F,64,True
PLAINE DU MO,F,61,True
DOUFELGOU,M,41,True
BLITTA,F,75,False
CINKASSE,F,66,True
ASSOLI,M,82,True
MOYEN-MONO,F,87,False
OGOU,F,74,False
WAWA,F,90,False
KLOTO,M,75,True
EST-MONO,F,61,True
EST-MONO,M,44,False
BASSAR,F,46,False
ZIO,F,99,False
DOUFELGOU,M,44,True
BINAH,M,76,True
KPENDJAL-OUEST,F,23,True
EST-MONO,M,78,False
KERAN,M,99,True
DOUFELGOU,M,89,True
LOME COMMUNE,M,77,True
OTI,M,29,True
TONE,M,94,True
LOME COMMUNE,M,48,True
OTI-SUD,F,94,False
TCHAMBA,M,73,True
OGOU,M,25,True
KERAN,F,77,True
VO,M,64,False
OTI,F,54,False
KLOTO,M,36,False
MOYEN-MONO,M,19,True
PLAINE DU MO,F,29,True
DANKPEN,M,29,True
PLAINE DU MO,F,41,False
BAS-MONO,F,18,False
ASSOLI,F,30,False
PLAINE DU MO,F,23,False
KPENDJAL,M,27,False
ANIE,M,56,False
BLITTA,M,20,True
AMOU,F,74,False
MOYEN-MONO,M,43,True
BASSAR,M,56,True
VO,F,93,False
DANYI,F,77,False
LACS,M,57,True
AGOU,M,79,True
BASSAR,F,18,True
AKEBOU,M,22,True
AMOU,F,83,False
VO,F,50,True
KPELE,M,28,True
ANIE,F,98,True
KPENDJAL,F,75,False
TCHAOUDJO,M,84,True
ZIO,F,40,False
KERAN,M,33,True
KERAN,F,86,False
TONE,M,65,True
OGOU,F,99,True
PLAINE DU MO,M,18,False
OGOU,F,79,True
TCHAMBA,M,85,True
ANIE,F,36,True
KPELE,M,96,True
BASSAR,F,97,True
GOLFE,M,34,True
BINAH,F,36,True
LOME COMMUNE,M,30,True
BLITTA,M,66,True
AGOU,M,50,True
KPENDJAL,M,54,True
DOUFELGOU,M,77,True
LACS,M,59,True
SOTOUBOUA,F,82,False
OGOU,M,20,True
KERAN,F,49,True
ZIO,M,88,True
VO,M,57,True
TCHAMBA,F,98,True
EST-MONO,F,47,False
KPENDJAL,M,37,True
OGOU,F,94,False
KOZAH,F,67,False
ASSOLI,F,26,True
OGOU,F,84,False
MOYEN-MONO,M,73,False
DANYI,M,68,True
KLOTO,M,75,True
ZIO,M,46,True
OTI,M,69,False
DOUFELGOU,M,70,True
OGOU,M,63,True
AGOE-NYIVE,F,70,False
LACS,M,93,True
EST-MONO,F,29,False
CINKASSE,M,94,True
PLAINE DU MO,M,80,False
DANKPEN,M,30,False
KOZAH,F,70,False
BLITTA,M,40,True
ZIO,F,37,True
BASSAR,F,30,False
AKEBOU,F,62,False
SOTOUBOUA,M,70,False
MOYEN-MONO,F,20,False
AKEBOU,M,64,True
BASSAR,M,79,True
KPENDJAL,M,31,True
KOZAH,F,24,False
EST-MONO,M,21,True
DOUFELGOU,M,92,False
WAWA,M,93,False
KLOTO,M,95,True
LACS,F,88,False
KERAN,M,81,True
DANKPEN,F,30,True
TANDJOARE,M,31,False
AKEBOU,M,20,True
ANIE,M,28,True
CINKASSE,F,96,False
TONE,F,56,False
SOTOUBOUA,M,30,True
VO,M,57,False
KPENDJAL-OUEST,M,37,True
TCHAMBA,M,38,True
TCHAMBA,F,48,False
WAWA,F,70,True
AGOU,M,53,False
OGOU,M,47,True
KPENDJAL,M,39,True
AGOE-NYIVE,F,59,False
KPENDJAL-OUEST,M,45,False
BASSAR,M,86,True
KPENDJAL,F,36,True
AVE,F,41,False
GOLFE,M,71,False
DOUFELGOU,M,61,False
HAHO,F,93,True
WAWA,M,41,True
TCHAOUDJO,M,31,True
AMOU,M,54,True
VO,M,30,True
BINAH,M,31,True
ANIE,F,25,True
MOYEN-MONO,F,60,True
EST-MONO,M,66,True
ANIE,M,97,True
ZIO,M,80,False
TONE,F,76,True
AGOU,M,57,True
AGOE-NYIVE,F,99,True
TONE,M,77,True
KLOTO,M,56,True
AKEBOU,M,50,True
GOLFE,F,42,True
KPENDJAL-OUEST,F,36,True
PLAINE DU MO,M,96,True
KPELE,F,50,True
AGOU,M,91,True
AGOE-NYIVE,F,40,False
KLOTO,M,65,True
TCHAMBA,M,42,True
OTI,F,79,True
BASSAR,M,73,True
ANIE,F,42,False
KPENDJAL,M,25,True
KOZAH,M,75,True
GOLFE,M,82,True
AVE,F,47,False
ANIE,F,81,False
BINAH,F,69,True
BINAH,M,79,True
TONE,F,44,True
OGOU,F,56,False
DANYI,F,77,True
BINAH,M,40,True
ASSOLI,F,28,False
KERAN,F,86,True
TANDJOARE,M,87,True
OTI-SUD,M,44,True
LOME COMMUNE,M,56,True
BAS-MONO,M,86,True
AGOE-NYIVE,M,24,True
LOME COMMUNE,F,64,False
LACS,F,51,False
LOME COMMUNE,F,24,False
BINAH,M,24,True
AKEBOU,F,22,False
KLOTO,M,50,True
ANIE,F,22,False
OTI-SUD,M,43,True
EST-MONO,M,48,False
GOLFE,M,58,True
ANIE,F,20,False
YOTO,M,87,True
KERAN,M,73,True
AGOE-NYIVE,M,50,True
YOTO,M,50,True
EST-MONO,M,74,True
ANIE,M,55,True
LACS,F,66,True
ASSOLI,M,85,False
PLAINE DU MO,M,40,False
PLAINE DU MO,M,97,False
HAHO,M,79,False
ANIE,M,74,False
YOTO,M,64,False
DOUFELGOU,F,70,False
OGOU,F,42,False
KPENDJAL-OUEST,F,49,False
DANKPEN,F,78,False
AVE,M,83,True
TANDJOARE,M,23,False
LACS,F,25,False
PLAINE DU MO,F,29,True
BLITTA,M,95,False
EST-MONO,M,38,True
BASSAR,M,49,False
AGOU,F,79,False
WAWA,F,72,True
BAS-MONO,F,93,True
PLAINE DU MO,F,30,False
KOZAH,F,68,False
GOLFE,M,64,True
WAWA,F,68,False
PLAINE DU MO,F,47,False
YOTO,F,48,True
AVE,F,57,False
KPELE,F,69,True
ZIO,M,84,True
KPENDJAL-OUEST,F,37,False
KERAN,F,60,True
DANYI,F,28,False
DANKPEN,M,50,True
MOYEN-MONO,F,48,True
TONE,M,37,True
LACS,M,67,True
WAWA,M,44,True
MOYEN-MONO,F,70,True
TCHAOUDJO,M,27,True
LOME COMMUNE,M,61,True
AGOE-NYIVE,F,88,False
LOME COMMUNE,F,90,True
PLAINE DU MO,F,69,False
ZIO,F,20,True
BINAH,F,82,True
EST-MONO,F,98,False
CINKASSE,M,24,True
TCHAMBA,F,95,False
TCHAOUDJO,M,18,False
OTI-SUD,F,73,True
WAWA,F,92,True
PLAINE DU MO,F,84,False
CINKASSE,F,76,False
ANIE,M,68,False
DOUFELGOU,M,69,True
BLITTA,M,94,True
ASSOLI,M,97,True
LOME COMMUNE,F,79,True
KERAN,F,74,True
AGOE-NYIVE,F,26,False
PLAINE DU MO,F,86,True
KERAN,F,69,False
KERAN,M,66,False
VO,F,35,False
TCHAMBA,F,70,True
EST-MONO,F,90,False
TCHAOUDJO,M,64,True
KPENDJAL-OUEST,F,62,True
VO,M,85,True
LOME COMMUNE,F,73,False
PLAINE DU MO,F,76,True
AGOE-NYIVE,F,64,False
OTI-SUD,M,27,False
AKEBOU,M,36,False
KLOTO,F,55,False
AGOE-NYIVE,M,43,True
KLOTO,F,33,False
TCHAOUDJO,F,87,False
BASSAR,F,55,True
BAS-MONO,F,76,True
VO,F,81,True
AGOE-NYIVE,F,61,False
OTI-SUD,M,28,True
PLAINE DU MO,M,41,True
MOYEN-MONO,M,18,True
TANDJOARE,F,19,True
BINAH,M,66,False
TONE,F,29,True
ASSOLI,M,32,True
TCHAMBA,M,39,True
ZIO,F,49,False
ZIO,M,82,True
TCHAOUDJO,M,21,True
AGOE-NYIVE,M,78,True
GOLFE,F,54,False
BASSAR,M,42,True
BLITTA,F,93,True
MOYEN-MONO,M,75,True
KPENDJAL,M,34,True
SOTOUBOUA,M,91,False
DANKPEN,F,40,False
EST-MONO,F,47,True
KERAN,F,65,False
DANYI,M,44,True
SOTOUBOUA,F,90,True
AGOE-NYIVE,F,55,True
AGOE-NYIVE,F,90,False
HAHO,M,76,False
OTI,M,22,False
KERAN,M,27,True
OTI,F,91,False
TONE,F,81,False
OTI-SUD,F,59,False
BINAH,M,55,True
KOZAH,M,95,False
KERAN,F,24,False
PLAINE DU MO,M,57,True
BAS-MONO,F,98,False
OTI,M,36,True
LOME COMMUNE,F,56,True
TCHAOUDJO,M,56,True
BLITTA,M,26,True
OTI,M,43,True
TCHAOUDJO,M,65,True
HAHO,M,57,True
OTI,M,82,False
KPENDJAL,M,95,True
KERAN,F,76,False
KPENDJAL-OUEST,F,99,True
BAS-MONO,M,21,True
DANYI,M,32,False
AKEBOU,M,53,True
LACS,F,86,False
ZIO,F,98,False
EST-MONO,F,82,True
YOTO,M,21,True
AGOE-NYIVE,M,29,True
PLAINE DU MO,F,70,False
KPENDJAL-OUEST,M,89,True
KLOTO,F,40,False
OTI-SUD,F,30,True
KERAN,M,97,False
AMOU,M,70,True
ANIE,F,32,True
AMOU,F,34,False
ANIE,M,56,False
MOYEN-MONO,M,22,False
HAHO,M,63,False
LOME COMMUNE,F,24,False
LACS,F,27,False
KPENDJAL,F,96,True
WAWA,M,94,True
TCHAOUDJO,F,54,False
TONE,M,76,False
ASSOLI,M,78,False
KPENDJAL-OUEST,F,38,True
BASSAR,M,58,True
OTI-SUD,M,59,True
AVE,F,80,False
KPENDJAL-OUEST,F,81,False
DANYI,F,99,False
AMOU,M,40,True
VO,M,87,True
KERAN,M,83,True
TCHAMBA,M,40,True
EST-MONO,F,88,True
ZIO,F,78,True
ZIO,F,63,False
TONE,M,34,True
TCHAOUDJO,M,29,True
TCHAOUDJO,F,57,False
VO,F,89,True
VO,M,62,True
KPELE,M,75,True
BAS-MONO,M,54,True
CINKASSE,F,41,True
ZIO,F,70,True
AMOU,F,55,False
BLITTA,F,58,True
KPENDJAL-OUEST,M,43,True
BASSAR,F,46,False
BASSAR,M,29,True
ZIO,M,57,True
ANIE,M,36,True
KLOTO,F,76,True
YOTO,M,39,True
KOZAH,F,95,False
KPENDJAL,M,19,True
LOME COMMUNE,F,97,False
AGOE-NYIVE,M,35,True
AGOU,M,28,False
KPENDJAL,F,64,True
KPENDJAL,M,55,True
PLAINE DU MO,F,88,False
DANYI,M,28,True
AKEBOU,F,95,False
KPENDJAL-OUEST,F,27,False
DOUFELGOU,F,68,False
KOZAH,F,64,True
AKEBOU,M,63,True
EST-MONO,M,67,True
KPENDJAL,F,88,False
LACS,M,44,True
OTI-SUD,F,44,False
DOUFELGOU,M,71,True
GOLFE,M,65,True
KPELE,M,27,True
KPENDJAL-OUEST,M,80,True
OGOU,F,24,True
SOTOUBOUA,M,21,True
TCHAMBA,F,35,False
GOLFE,F,30,True
BLITTA,F,98,True
TCHAMBA,F,40,True
MOYEN-MONO,M,28,True
AGOE-NYIVE,F,35,True
DOUFELGOU,F,70,True
TCHAOUDJO,F,58,True
PLAINE DU MO,M,46,True
YOTO,M,76,True
ANIE,M,41,True
AGOE-NYIVE,M,29,True
HAHO,F,69,False
TANDJOARE,M,78,True
AGOE-NYIVE,F,82,False
BLITTA,F,18,True
OTI,F,26,False
AMOU,M,58,True
KPENDJAL-OUEST,F,51,True
KPENDJAL-OUEST,F,38,True
KERAN,M,63,True
DOUFELGOU,M,45,True
BLITTA,F,67,False
KPENDJAL-OUEST,M,45,True
OGOU,F,87,True
KERAN,M,23,True
AVE,F,44,True
OGOU,M,46,True
AVE,F,26,True
TCHAMBA,M,25,True
OTI,F,87,True
DANYI,M,80,True
KPELE,F,51,True
MOYEN-MONO,M,81,True
TONE,F,96,False
AGOU,F,60,True
CINKASSE,M,27,True
TONE,F,59,True
AVE,F,85,False
TONE,F,93,True
CINKASSE,F,55,False
OTI-SUD,F,45,False
OGOU,M,35,True
BINAH,M,48,False
LOME COMMUNE,F,60,True
LACS,M,71,True
MOYEN-MONO,F,63,True
ANIE,M,54,True
TANDJOARE,F,36,True
MOYEN-MONO,F,79,False
KPELE,M,18,True
AGOU,M,61,True
LOME COMMUNE,M,68,False
BLITTA,F,86,False
DANKPEN,F,77,True
KPENDJAL,M,99,True
LOME COMMUNE,M,72,True
TCHAOUDJO,M,98,True
AGOE-NYIVE,M,58,True
EST-MONO,M,77,True
LOME COMMUNE,M,71,True
BASSAR,F,97,True
LACS,F,90,False
KLOTO,M,81,True
AGOE-NYIVE,M,78,True
YOTO,M,64,True
AKEBOU,M,94,True
AMOU,F,49,True
TANDJOARE,M,89,True
BAS-MONO,F,76,False
BAS-MONO,F,61,False
AKEBOU,F,35,False
DANYI,M,31,True
OTI,M,79,True
ASSOLI,F,62,True
AGOE-NYIVE,F,66,True
YOTO,F,21,True
DANYI,F,73,False
BINAH,F,96,False
LOME COMMUNE,F,74,False
SOTOUBOUA,F,99,False
GOLFE,M,92,True
DANKPEN,F,21,False
KPENDJAL,F,82,False
OTI,F,43,False
MOYEN-MONO,M,27,True
TCHAMBA,M,39,True
KOZAH,F,78,False
AVE,M,67,True
KPENDJAL-OUEST,M,45,True
KOZAH,M,32,True
CINKASSE,M,44,False
TONE,F,64,True
AVE,F,39,False
DANKPEN,F,67,False
ZIO,M,90,True
KPELE,F,69,True
BLITTA,F,92,False
DANYI,F,96,True
ZIO,M,58,True
HAHO,F,76,False
BLITTA,M,26,True
KPELE,M,91,False
PLAINE DU MO,F,53,True
KPENDJAL,M,65,True
BASSAR,M,72,True
ANIE,M,41,True
ANIE,F,81,True
TANDJOARE,M,71,True
LOME COMMUNE,F,85,False
GOLFE,M,79,True
TANDJOARE,M,74,True
PLAINE DU MO,F,36,False
HAHO,F,29,True
KLOTO,M,40,True
KLOTO,F,59,False
AKEBOU,M,53,True
TCHAOUDJO,M,52,False
KPENDJAL,M,39,True
AGOU,F,73,False
GOLFE,F,85,True
AMOU,F,94,False
TCHAOUDJO,F,51,False
GOLFE,F,27,True
LACS,M,70,True
WAWA,F,42,False
GOLFE,F,48,False
SOTOUBOUA,M,70,False
OTI-SUD,M,94,True
AVE,M,66,True
AGOE-NYIVE,M,34,True
YOTO,M,82,True
LOME COMMUNE,F,47,False
OTI,M,92,True
MOYEN-MONO,F,43,False
HAHO,F,94,True
AKEBOU,M,76,True
AGOE-NYIVE,F,80,True
BLITTA,M,47,False
OTI-SUD,F,67,False
TONE,F,59,True
TONE,F,56,True
TONE,F,74,False
PLAINE DU MO,M,37,True
EST-MONO,M,36,True
AKEBOU,F,91,True
ZIO,F,26,False
VO,M,62,False
VO,F,18,True
TONE,M,97,True
HAHO,F,89,True
KOZAH,M,77,True
TANDJOARE,F,97,True
TONE,F,38,False
SOTOUBOUA,M,79,True
DANKPEN,F,59,True
OTI-SUD,F,94,False
KPENDJAL-OUEST,F,31,False
LOME COMMUNE,M,42,True
HAHO,M,83,False
BLITTA,F,62,False
AGOE-NYIVE,M,63,True
KOZAH,F,71,True
OTI,F,22,True
AKEBOU,F,84,False
KPENDJAL-OUEST,M,21,True
KPENDJAL,M,41,False
TCHAOUDJO,M,23,True
LACS,F,64,False
TONE,M,72,True
TCHAOUDJO,M,54,True
AMOU,F,36,True
GOLFE,M,89,True
KPENDJAL,M,28,True
TANDJOARE,M,31,True
BLITTA,F,92,True
ASSOLI,F,30,True
AKEBOU,M,62,True
PLAINE DU MO,M,82,False
KLOTO,M,75,False
OTI,M,64,False
TCHAMBA,F,76,True
DOUFELGOU,M,42,True
BLITTA,F,87,True
LOME COMMUNE,F,62,False
OTI,M,68,True
AMOU,F,34,True
BINAH,M,88,True
SOTOUBOUA,F,73,True
EST-MONO,F,78,False
LOME COMMUNE,M,48,False
BINAH,M,71,True
OTI-SUD,F,23,False
OGOU,M,71,False
TCHAOUDJO,M,27,True
PLAINE DU MO,M,47,True
AVE,M,52,True
WAWA,M,18,True
CINKASSE,F,36,True
KOZAH,F,38,True
TCHAMBA,M,23,True
OTI-SUD,F,49,True
OGOU,F,96,False
GOLFE,F,35,True
DANYI,F,22,False
WAWA,M,52,True
AGOE-NYIVE,F,34,False
AGOE-NYIVE,M,66,True
OTI-SUD,F,60,False
AVE,M,72,True
KLOTO,M,51,True
OTI-SUD,M,23,False
ASSOLI,M,40,True
ANIE,M,79,True
AKEBOU,F,73,False
CINKASSE,M,35,True
AVE,F,92,False
AGOU,F,85,True
KERAN,M,20,True
ASSOLI,F,29,False
EST-MONO,M,98,False
KPENDJAL-OUEST,F,28,True
CINKASSE,F,28,True
TCHAOUDJO,M,68,True
MOYEN-MONO,M,84,True
PLAINE DU MO,M,69,False
AGOE-NYIVE,M,59,True
KPENDJAL-OUEST,F,21,False
TCHAMBA,M,57,False
KPENDJAL,M,64,True
TONE,M,87,True
BAS-MONO,F,59,True
BLITTA,F,55,True
GOLFE,F,89,False
VO,F,40,False
BAS-MONO,F,87,True
VO,F,30,False
TCHAMBA,F,42,True
TCHAMBA,M,23,True
EST-MONO,M,91,True
KOZAH,M,36,True
TANDJOARE,M,82,False
EST-MONO,F,25,True
PLAINE DU MO,M,30,True
TANDJOARE,M,45,True
MOYEN-MONO,M,39,True
OGOU,F,63,False
CINKASSE,M,39,True
AVE,M,83,True
GOLFE,M,84,True
ZIO,F,63,True
TCHAMBA,M,62,True
KOZAH,M,81,True
KOZAH,F,33,False
CINKASSE,F,34,True
GOLFE,F,43,False
YOTO,F,23,True
DANYI,M,56,True
LACS,M,41,False
DOUFELGOU,F,64,False
TONE,F,94,False
LOME COMMUNE,F,61,True
TANDJOARE,F,84,True
EST-MONO,F,78,False
AKEBOU,F,21,True
AVE,F,52,False
VO,M,43,True
LACS,M,55,True
AKEBOU,F,81,False
KPELE,M,67,True
PLAINE DU MO,F,21,True
OTI-SUD,M,46,True
OTI,M,31,True
KPENDJAL,F,89,True
ANIE,F,25,True
TANDJOARE,F,77,True
BLITTA,M,88,True
AGOU,F,69,True
TANDJOARE,F,47,True
BAS-MONO,M,76,True
ANIE,F,55,False
VO,F,65,False
TCHAMBA,M,24,True
AVE,F,19,False
DANYI,M,61,True
OTI,F,36,True
GOLFE,F,27,True
CINKASSE,F,44,False
TANDJOARE,M,84,True
HAHO,M,45,True
LOME COMMUNE,F,98,False
PLAINE DU MO,M,18,False
GOLFE,F,87,False
DANKPEN,F,94,False
ASSOLI,F,74,True
BASSAR,F,32,False
TCHAOUDJO,F,98,False
MOYEN-MONO,F,62,False
HAHO,F,97,False
OTI-SUD,F,94,True
KERAN,F,50,True
EST-MONO,M,28,True
DANKPEN,M,52,True
AGOE-NYIVE,F,23,True
LOME COMMUNE,F,59,False
KERAN,M,64,True
OTI,F,20,False
DANYI,F,97,False
KERAN,M,44,False
TANDJOARE,F,74,False
ZIO,M,21,True
HAHO,F,45,True
BINAH,M,90,True
HAHO,M,48,True
BAS-MONO,M,45,False
KPENDJAL,F,43,True
YOTO,M,26,True
OGOU,F,69,False
ZIO,M,61,False
DANKPEN,F,53,True
OTI,M,97,True
LOME COMMUNE,F,36,False
CINKASSE,M,80,True
AKEBOU,M,21,False
DOUFELGOU,F,23,True
AMOU,F,19,False
TONE,F,41,False
AVE,F,19,False
YOTO,M,64,True
VO,F,28,True
KLOTO,M,54,True
SOTOUBOUA,M,51,True
SOTOUBOUA,M,48,True
BLITTA,F,22,True
KERAN,M,67,True
DANYI,F,78,False
BAS-MONO,M,63,True
AKEBOU,M,44,True
YOTO,M,90,True
HAHO,M,48,True
AKEBOU,M,75,False
LOME COMMUNE,F,19,True
BASSAR,M,63,True
EST-MONO,F,46,False
AMOU,M,48,False
OTI,M,32,True
PLAINE DU MO,M,93,False
OTI,M,38,False
KLOTO,M,48,True
KPELE,M,89,True
ZIO,F,68,False
DOUFELGOU,F,57,True
BLITTA,M,33,True
OGOU,M,29,True
AGOE-NYIVE,M,43,True
MOYEN-MONO,F,43,True
PLAINE DU MO,M,79,True
KPENDJAL,M,46,True
KPENDJAL,M,82,True
MOYEN-MONO,F,60,True
KOZAH,F,29,False
ASSOLI,F,63,True
ANIE,F,18,True
BAS-MONO,F,32,False
ZIO,M,60,True
YOTO,M,72,True
MOYEN-MONO,F,47,False
LOME COMMUNE,F,71,False
BLITTA,M,23,True
KPELE,M,63,True
DANYI,M,38,True
BINAH,F,22,False
GOLFE,F,88,True
KLOTO,F,19,False
SOTOUBOUA,M,50,True
VO,F,76,True
KLOTO,M,51,True
OGOU,F,98,True
BASSAR,F,89,False
BLITTA,F,53,True
VO,M,62,True
OGOU,F,53,True
GOLFE,M,86,True
MOYEN-MONO,F,31,False
LACS,M,93,True
YOTO,M,92,True
BASSAR,F,30,True
OTI-SUD,F,58,True
YOTO,F,85,False
PLAINE DU MO,F,35,False
AGOE-NYIVE,M,37,True
DANKPEN,M,89,True
BLITTA,M,64,True
AGOE-NYIVE,F,90,False
PLAINE DU MO,F,35,True
EST-MONO,F,55,True
LACS,M,91,False
OTI,M,90,True
GOLFE,M,71,True
KERAN,F,64,False
DANYI,F,72,True
TANDJOARE,M,96,True
OTI,M,46,True
MOYEN-MONO,F,56,True
VO,M,78,True
OGOU,F,86,False
YOTO,F,30,False
DOUFELGOU,F,52,True
AVE,F,79,False
OTI-SUD,F,73,False
AGOE-NYIVE,F,71,False
CINKASSE,M,89,True
WAWA,M,29,True
AGOU,M,54,True
BINAH,F,32,False
SOTOUBOUA,M,20,True
KPENDJAL,F,22,False
LACS,F,54,False
OTI-SUD,F,59,True
BINAH,M,19,True
CINKASSE,F,40,False
TANDJOARE,F,55,False
EST-MONO,F,22,True
EST-MONO,F,48,False
MOYEN-MONO,F,96,True
LACS,M,53,False
TCHAOUDJO,M,96,True
KOZAH,M,78,True
DOUFELGOU,M,26,True
BASSAR,F,59,True
KLOTO,F,70,True
DANKPEN,M,75,True
DANYI,F,41,True
TANDJOARE,F,82,True
OTI-SUD,F,35,True
TCHAOUDJO,M,98,True
LACS,M,50,True
DANYI,M,77,False
OGOU,F,66,True
KPENDJAL-OUEST,F,37,True
LACS,M,52,True
DANKPEN,F,29,False
KOZAH,F,63,False
MOYEN-MONO,M,37,True
CINKASSE,M,72,True
SOTOUBOUA,F,35,False
OTI,F,78,True
AKEBOU,M,62,True
BINAH,M,99,True
DANKPEN,F,97,True
BASSAR,F,98,True
AMOU,F,84,True
TCHAMBA,M,84,True
TONE,M,93,True
CINKASSE,M,63,True
BINAH,F,42,False
DOUFELGOU,F,59,False
ZIO,M,18,True
SOTOUBOUA,F,96,False
AVE,F,74,False
AMOU,F,21,False
KLOTO,F,67,True
ANIE,F,72,False
BAS-MONO,M,40,True
KPENDJAL-OUEST,F,63,False
KLOTO,M,55,True
BASSAR,M,98,True
GOLFE,F,18,False
WAWA,M,22,True
CINKASSE,F,24,False
ANIE,M,81,True
MOYEN-MONO,F,62,True
OGOU,M,46,True
OTI,F,58,False
AGOU,M,89,True
OTI-SUD,F,88,False
BAS-MONO,F,67,False
KLOTO,F,52,False
YOTO,M,61,False
TONE,M,31,False
VO,M,92,True
HAHO,M,44,True
YOTO,F,18,False
AMOU,F,54,True
KLOTO,M,70,True
BINAH,M,90,True
AKEBOU,M,63,True
KOZAH,M,67,True
TCHAOUDJO,F,49,False
DANKPEN,F,25,False
OGOU,M,91,True
ZIO,M,19,True
GOLFE,M,98,True
DANYI,M,77,True
DANYI,F,99,True
CINKASSE,M,94,True
BAS-MONO,M,24,True
EST-MONO,F,29,False
TONE,M,59,True
WAWA,M,21,True
BLITTA,M,69,True
KPENDJAL-OUEST,M,86,False
LACS,M,25,True
OTI-SUD,M,63,True
AMOU,F,97,True
CINKASSE,F,73,False
PLAINE DU MO,M,54,True
DOUFELGOU,F,63,False
KOZAH,F,57,True
YOTO,F,93,True
ZIO,F,67,True
BASSAR,F,18,True
BASSAR,F,46,True
AGOU,F,79,False
KPENDJAL-OUEST,F,52,True
ANIE,M,52,True
BAS-MONO,M,61,True
ANIE,M,68,True
BINAH,M,59,False
AMOU,M,82,True
KPELE,F,42,True
KERAN,F,75,True
EST-MONO,F,36,False
GOLFE,M,51,True
ZIO,M,37,True
KPENDJAL,F,72,False
ANIE,M,21,True
AKEBOU,M,67,True
AGOE-NYIVE,M,43,True
KERAN,M,24,True
KLOTO,M,42,True
AGOU,M,47,True
SOTOUBOUA,M,57,True
VO,F,61,False
KOZAH,F,70,False
KPELE,M,65,True
VO,F,57,True
KPELE,M,96,True
DANKPEN,F,35,True
YOTO,M,60,True
OTI,F,31,False
AMOU,F,91,False
OTI-SUD,M,89,True
MOYEN-MONO,F,42,True
BAS-MONO,F,51,False
TCHAOUDJO,M,52,True
WAWA,M,52,True
AGOU,M,54,True
KPENDJAL,F,64,False
OGOU,M,64,False
AGOE-NYIVE,M,63,True
DOUFELGOU,M,33,True
ANIE,M,43,True
GOLFE,F,87,True
BAS-MONO,M,55,False
ANIE,F,67,False
AGOU,F,46,True
KERAN,F,31,False
HAHO,M,44,True
ASSOLI,F,59,True
KPENDJAL,F,22,False
TCHAMBA,F,77,False
VO,M,52,True
AKEBOU,M,94,True
YOTO,M,69,False
MOYEN-MONO,M,19,True
LACS,M,83,True
DOUFELGOU,F,88,False
WAWA,M,35,True
KPENDJAL-OUEST,F,21,False
CINKASSE,F,61,False
KPENDJAL,F,72,False
HAHO,M,70,True
EST-MONO,M,60,True
BASSAR,F,56,False
ANIE,M,24,True
DOUFELGOU,M,68,True
DANYI,F,49,True
LACS,M,97,True
KPENDJAL,M,90,False
TANDJOARE,M,27,True
DOUFELGOU,F,44,False
BAS-MONO,F,58,False
TCHAMBA,F,82,True
BAS-MONO,M,72,True
BASSAR,F,75,False
ASSOLI,M,79,True
AMOU,F,18,False
TANDJOARE,F,59,True
ZIO,M,60,True
BASSAR,F,67,True
KLOTO,M,86,True
BINAH,M,47,True
AKEBOU,M,85,True
KLOTO,M,32,True
KLOTO,M,61,True
LACS,F,24,True
TCHAMBA,M,20,True
ZIO,F,68,False
DANKPEN,F,35,False
DANYI,M,99,True
OTI-SUD,M,66,True
EST-MONO,M,71,True
AVE,F,73,True
MOYEN-MONO,M,34,True
AVE,M,47,True
TCHAMBA,F,61,True
DOUFELGOU,F,77,False
MOYEN-MONO,F,93,False
CINKASSE,F,52,True
AGOU,F,55,False
KPENDJAL,M,97,True
OTI-SUD,M,90,True
KPELE,F,36,False
DOUFELGOU,F,39,False
OTI,F,64,True
BAS-MONO,F,95,True
TONE,F,82,True
KOZAH,F,62,True
AGOU,F,75,False
AGOE-NYIVE,F,34,True
KERAN,F,23,True
OTI-SUD,F,75,True
DANYI,F,39,True
BAS-MONO,M,73,True
KPELE,M,50,True
GOLFE,M,18,False
TCHAMBA,M,60,True
BAS-MONO,F,86,True
EST-MONO,M,96,True
DOUFELGOU,F,30,True
DANYI,M,73,True
KERAN,M,58,True
DANKPEN,F,51,False
OGOU,F,21,False
OGOU,F,55,False
BINAH,M,65,True
VO,M,19,True
TANDJOARE,F,31,False
AVE,F,23,True
KPELE,F,62,True
BASSAR,M,31,False
AMOU,M,21,True
WAWA,M,73,True
PLAINE DU MO,M,23,True
KOZAH,M,57,False
KPENDJAL,M,50,True
BLITTA,M,39,True
DOUFELGOU,M,70,True
DANKPEN,M,43,True
OTI-SUD,F,20,False
ANIE,M,98,True
ZIO,F,32,True
OTI-SUD,M,92,True
BLITTA,M,91,True
GOLFE,M,65,True
TCHAMBA,F,55,True
KPENDJAL,F,22,True
DANYI,F,71,True
TCHAMBA,M,34,False
OGOU,M,63,True
LACS,F,75,False
OTI-SUD,F,44,False
GOLFE,F,80,True
LACS,F,76,False
SOTOUBOUA,M,69,True
AMOU,F,23,True
AKEBOU,F,40,True
ANIE,M,94,True
TONE,F,60,False
BINAH,M,85,True
BINAH,F,96,True
ZIO,F,74,True
